Email,First name,Last name,Company name,HubSpot Contact ID (synthetic),Salesforce Lead ID,Lead Source,Imported Funnel Stage,Lead Score,Industry,Segment,Region,Created Date,MQL Date,SQL Date,Form Submissions,Avg Conversion Score,Last Form Submission,Most Common Form,Email Sent Events,Email Delivered Events,Email Open Events,Email Click Events,Email Bounce Events,Email Unsubscribe Events
reese.stone1753@brightops.net,Reese,Stone,Bright Ops,HS101753,SFLED001753,Paid Search,Lead,43,SaaS,Mid-Market,Mountain,6/23/2025,,,2,43,7/22/2025,Contact Us,0,1,0,0,0,0
parker.james332@ironwoodanalytics.net,Parker,James,Ironwood Analytics,HS100332,SFLED000332,Paid Search,Disqualified,33,FinTech,Enterprise,Mountain,5/13/2026,,,1,48,6/30/2026,ROI Calculator,0,2,0,0,0,0
charlie.ward4159@nimbussoftware7.com,Charlie,Ward,Nimbus Software 7,HS104159,SFLED004159,Direct,Disqualified,37,EdTech,Enterprise,Northeast,11/28/2025,,,2,37,1/30/2026,Contact Us,0,2,0,0,0,0
blake.patel1382@vertexsoftware28.com,Blake,Patel,Vertex Software 28,HS101382,SFLED001382,Content Download,MQL,36,Ecommerce,SMB,Northeast,2/27/2026,3/3/2026,,1,37,3/4/2026,Webinar Registration,0,2,0,0,0,0
morgan.brooks9@atlasworks.co,Morgan,Brooks,Atlas Works,HS100009,SFLED000009,Webinar,Disqualified,66,EdTech,Mid-Market,Mountain,7/15/2025,,,1,46,8/2/2025,HubSpot-SFDC Checklist,0,0,0,0,0,0
riley.patel4070@nimbusnetworks.co,Riley,Patel,Nimbus Networks,HS104070,,Outbound,SQL,82,Manufacturing Tech,SMB,International,10/24/2025,10/28/2025,11/4/2025,2,15,12/22/2025,Contact Us,0,3,0,0,0,0
finley.adams3674@atlassystems.net,Finley,Adams,Atlas Systems,HS103674,SFLED003674,Partner,MQL,71,Cybersecurity,Mid-Market,International,4/14/2026,5/8/2026,,2,44.5,5/5/2026,RevOps Playbook,0,3,0,0,0,0
maya.chen3481@novaplatform.io,Maya,Chen,Nova Platform,HS103481,SFLED003481,Referral,Lead,25,Logistics Tech,SMB,Mountain,6/29/2025,,,1,46,8/8/2025,Webinar Registration,0,2,0,0,0,0
cameron.kim2891@catalystgroup.com,Cameron,Kim,Catalyst Group,HS102891,SFLED002891,Paid Search,Lead,9,FinTech,Enterprise,Central,1/13/2025,,,0,0,,,0,2,0,0,0,0
drew.patel3543@evergreenmarkets98.net,Drew,Patel,Evergreen Markets 98,HS103543,SFLED003543,Event,SQL,71,HR Tech,Enterprise,Mountain,6/25/2026,7/17/2026,7/3/2026,1,57,6/30/2026,HubSpot-SFDC Checklist,0,2,0,0,0,0
finley.sullivan695@keystoneanalytics9.com,Finley,Sullivan,Keystone Analytics 92,HS100695,SFLED000695,Outbound,Lead,35,SaaS,Mid-Market,Mountain,1/1/2025,,,1,42,2/17/2025,Contact Us,0,1,0,0,0,0
jordan.perry2216@ironwoodsoftware.ai,Jordan,Perry,Ironwood Software,HS102216,SFLED002216,Direct,Lead,20,Cybersecurity,Enterprise,Central,8/7/2025,,,1,80,9/22/2025,CRM Audit,0,1,0,0,0,0
morgan.chen925@northstardata74.co,Morgan,Chen,Northstar Data 74,HS100925,SFLED000925,Referral,Opportunity,59,Manufacturing Tech,Mid-Market,Northeast,6/23/2025,7/3/2025,7/2/2025,0,0,,,0,0,0,0,0,0
emerson.carter657@northstarhealth3.io,Emerson,Carter,Northstar Health 3,HS100657,SFLED000657,Content Download,Lead,41,SaaS,Mid-Market,Mountain,12/31/2025,,,1,63,2/13/2026,HubSpot-SFDC Checklist,0,3,0,0,0,0
reese.bennett1845@vertexplatform70.io,Reese,Bennett,Vertex Platform 70,HS101845,,Organic Search,MQL,46,Manufacturing Tech,Mid-Market,Northeast,8/17/2025,8/24/2025,,2,57,8/22/2025,HubSpot-SFDC Checklist,0,5,0,0,0,0
drew.gray708@brightdynamics99.co,Drew,Gray,Bright Dynamics 99,HS100708,SFLED000708,Referral,Lead,53,HR Tech,SMB,West,4/15/2026,,,1,40,5/6/2026,RevOps Playbook,0,2,0,0,0,0
jamie.stone3561@apexnetworks.co,Jamie,Stone,Apex Networks,HS103561,SFLED003561,Outbound,MQL,59,Manufacturing Tech,Enterprise,Southeast,3/29/2025,4/10/2025,,3,35,5/28/2025,Demo Request,0,2,0,0,0,0
morgan.parker3347@pioneercloud88.ai,Morgan,Parker,Pioneer Cloud 88,,SFLED003347,Webinar,Lead,51,Logistics Tech,Mid-Market,Southeast,7/9/2025,,,0,0,,,0,5,0,0,0,0
cameron.long3911@nimbussoftware7.com,Cameron,Long,Nimbus Software 7,HS103911,SFLED003911,Paid Search,MQL,81,EdTech,Enterprise,Northeast,12/17/2025,12/27/2025,,3,34,1/15/2026,Contact Us,0,3,0,0,0,0
alex.ward2085@summitdynamics86.ai,Alex,Ward,Summit Dynamics 86,HS102085,SFLED002085,Webinar,Lead,40,FinTech,Mid-Market,International,1/20/2026,,,2,36,2/27/2026,CRM Audit,0,1,0,0,0,0
hayden.torres651@novamarkets92.com,Hayden,Torres,Nova Markets 92,HS100651,SFLED000651,Paid Search,MQL,77,EdTech,Enterprise,International,5/1/2026,5/5/2026,,0,0,,,0,0,0,0,0,0
kendall.perry1122@nimbusplatform.ai,Kendall,Perry,Nimbus Platform,HS101122,SFLED001122,Partner,Customer,57,Healthcare Tech,SMB,Northeast,3/13/2026,3/19/2026,4/26/2026,1,19,4/23/2026,Contact Us,0,5,0,0,0,0
harper.miller911@cobaltcloud98.io,Harper,Miller,Cobalt Cloud 98,HS100911,SFLED000911,Event,Lead,70,EdTech,Enterprise,Northeast,2/11/2026,,,2,40,4/6/2026,CRM Audit,0,2,0,0,0,0
hayden.murphy3712@cobaltdata58.net,Hayden,Murphy,Cobalt Data 58,HS103712,SFLED003712,Outbound,Lead,12,Logistics Tech,Mid-Market,West,1/4/2026,,,2,32.5,2/3/2026,HubSpot-SFDC Checklist,0,1,0,0,0,0
parker.ross2420@ironwoodplatform46.net,Parker,Ross,Ironwood Platform 46,HS102420,SFLED002420,Event,Subscriber,56,Healthcare Tech,Mid-Market,Southeast,7/26/2025,,,0,0,,,0,5,0,0,0,0
riley.james2105@catalystdynamics4.net,Riley,James,Catalyst Dynamics 4,HS102105,SFLED002105,Organic Search,Lead,22,Logistics Tech,Mid-Market,West,3/14/2026,,,1,52,5/1/2026,Contact Us,0,4,0,0,0,0
sam.murphy3817@summitplatform86.net,Sam,Murphy,Summit Platform 86,HS103817,SFLED003817,LinkedIn,Lead,61,Ecommerce,Enterprise,Northeast,2/20/2025,,,0,0,,,0,1,0,0,0,0
drew.patel210@brightcloud66.net,Drew,Patel,Bright Cloud 66,HS100210,SFLED000210,Paid Search,Lead,0,Ecommerce,Enterprise,West,11/17/2025,,,0,0,,,0,1,0,0,0,0
sam.wright1105@summitmarkets10.ai,Sam,Wright,Summit Markets 10,HS101105,SFLED001105,LinkedIn,Opportunity,35,Cybersecurity,Enterprise,International,9/28/2025,10/17/2025,10/19/2025,1,45,11/1/2025,Webinar Registration,0,4,0,0,0,0
finley.ward3157@ironwoodsoftware.ai,Finley,Ward,Ironwood Software,HS103157,SFLED003157,Content Download,Customer,78,Cybersecurity,Enterprise,Central,4/19/2025,4/24/2025,6/1/2025,0,0,,,0,1,0,0,0,0
sam.chen2306@clearpathmarkets43.net,Sam,Chen,Clearpath Markets 43,HS102306,SFLED002306,Partner,Lead,66,SaaS,SMB,International,4/19/2026,,,0,0,,,0,2,0,0,0,0
devon.young3566@clearpathlabs59.net,Devon,Young,Clearpath Labs 59,HS103566,SFLED003566,Content Download,Lead,75,HR Tech,Mid-Market,Central,11/24/2025,,,1,72,12/28/2025,Demo Request,0,3,0,0,0,0
cameron.perry3136@atlascloud86.net,Cameron,Perry,Atlas Cloud 86,,SFLED003136,Paid Search,Disqualified,28,HR Tech,Mid-Market,Southeast,4/27/2026,,,2,59.5,6/21/2026,HubSpot-SFDC Checklist,0,1,0,0,0,0
elliot.gray782@nimbussystems13.io,Elliot,Gray,Nimbus Systems 13,HS100782,SFLED000782,Outbound,Lead,33,SaaS,Mid-Market,International,8/15/2025,,,0,0,,,0,1,0,0,0,0
hayden.bennett997@bluepeakanalytics3.net,Hayden,Bennett,BluePeak Analytics 35,,SFLED000997,Content Download,Lead,27,Healthcare Tech,Enterprise,Southeast,6/6/2026,,,1,49,6/12/2026,Webinar Registration,0,3,0,0,0,0
avery.stone2074@evergreenintellige.io,Skyler,Torres,Nova Intelligence 92,HS102497,SFLED002497,Direct,Customer,84,Manufacturing Tech,Enterprise,Northeast,5/25/2026,6/8/2026,7/7/2026,0,0,,,0,5,0,0,0,0
bailey.foster2039@vertexsoftware.com,Bailey,Foster,Vertex Software,HS102039,SFLED002039,Organic Search,Lead,79,EdTech,Mid-Market,Southeast,12/5/2025,,,1,71,12/11/2025,Contact Us,0,2,0,0,0,0
charlie.ward4194@evergreenmarkets75.io,Charlie,Ward,Evergreen Markets 75,HS104194,SFLED004194,Paid Search,Lead,43,Logistics Tech,Enterprise,Central,12/3/2025,,,1,69,1/24/2026,Demo Request,0,3,0,0,0,0
jordan.parker4102@cobalthealth.net,Jordan,Parker,Cobalt Health,HS104102,SFLED004102,LinkedIn,Lead,41,SaaS,Mid-Market,Southeast,10/24/2025,,,3,40,12/16/2025,RevOps Playbook,0,1,0,0,0,0
drew.foster3924@ironwoodcloud13.net,Drew,Foster,Ironwood Cloud 13,HS103924,SFLED003924,Outbound,Lead,46,Healthcare Tech,Enterprise,International,6/16/2025,,,2,28.5,8/6/2025,ROI Calculator,0,1,0,0,0,0
kendall.adams2635@atlasintelligence.co,Kendall,Adams,Atlas Intelligence,HS102635,SFLED002635,Paid Search,Lead,25,Manufacturing Tech,Mid-Market,Northeast,1/29/2026,,,1,35,3/22/2026,ROI Calculator,0,2,0,0,0,0
avery.miller2385@catalystgroup.com,Avery,Miller,Catalyst Group,HS102385,SFLED002385,Referral,MQL,59,FinTech,Enterprise,Central,3/18/2025,3/21/2025,,0,0,,,0,3,0,0,0,0
riley.sullivan2715@apexworks74.net,Riley,Sullivan,Apex Works 74,HS102715,SFLED002715,Outbound,Lead,45,Healthcare Tech,Mid-Market,Central,1/28/2026,,,1,19,3/29/2026,Contact Us,0,3,0,0,0,0
charlie.torres1944@catalystmarkets.ai,Charlie,Torres,Catalyst Markets,HS101944,SFLED001944,Outbound,Lead,38,Manufacturing Tech,Enterprise,Central,11/24/2025,,,0,0,,,0,6,0,0,0,0
parker.price3192@summithealth69.io,Parker,Price,Summit Health 69,HS103192,SFLED003192,Paid Search,Lead,54,HR Tech,Enterprise,Mountain,1/9/2026,,,0,0,,,0,2,0,0,0,0
jordan.young2603@clearpathnetworks8.ai,Jordan,Young,Clearpath Networks 88,HS102603,SFLED002603,Partner,Lead,55,Healthcare Tech,Mid-Market,International,6/10/2025,,,1,41,8/11/2025,HubSpot-SFDC Checklist,0,2,0,0,0,0
sam.miller2846@vertexdynamics.io,Sam,Miller,Vertex Dynamics,HS102846,SFLED002846,LinkedIn,Lead,33,FinTech,Mid-Market,Southeast,10/7/2025,,,0,0,,,0,3,0,0,0,0
blake.miller106@pioneernetworks.ai,Blake,Miller,Pioneer Networks,HS100106,SFLED000106,Webinar,MQL,65,SaaS,SMB,International,3/10/2025,4/2/2025,,2,60.5,4/10/2025,RevOps Playbook,0,2,0,0,0,0
rowan.parker2596@northstarnetworks4.net,Rowan,Parker,Northstar Networks 48,HS102596,,Event,SQL,71,Healthcare Tech,Enterprise,International,1/10/2025,1/24/2025,1/28/2025,1,56,2/22/2025,RevOps Playbook,0,1,0,0,0,0
taylor.brooks1436@catalystgroup.com,Taylor,Brooks,Catalyst Group,,SFLED001436,Paid Search,Lead,8,FinTech,Enterprise,Central,3/31/2025,,,1,64,4/22/2025,Webinar Registration,0,0,0,0,0,0
bailey.brooks4174@vertexsoftware.com,Bailey,Brooks,Vertex Software,HS104174,SFLED004174,Paid Search,Lead,72,EdTech,Mid-Market,Southeast,3/31/2026,,,0,0,,,0,1,0,0,0,0
kendall.adams3134@nimbussoftware7.com,Kendall,Adams,Nimbus Software 7,,SFLED003134,Direct,Lead,26,EdTech,Enterprise,Northeast,12/28/2025,,,2,64.5,1/13/2026,CRM Audit,0,2,0,0,0,0
avery.miller1183@novaintelligence83.ai,Avery,Miller,Nova Intelligence 83,HS101183,SFLED001183,Organic Search,Lead,48,Manufacturing Tech,SMB,Northeast,7/5/2025,,,1,21,9/3/2025,Webinar Registration,0,2,0,0,0,0
jamie.ross3145@novacloud58.com,Jamie,Ross,Nova Cloud 58,HS103145,SFLED003145,Organic Search,Lead,25,Logistics Tech,Enterprise,Southeast,7/15/2025,,,0,0,,,0,1,0,0,0,0
devon.wright1643@vertexmarkets87.com,Devon,Wright,Vertex Markets 87,HS101643,SFLED001643,LinkedIn,Lead,41,HR Tech,Mid-Market,Southeast,5/11/2026,,,3,71.33333333,6/30/2026,CRM Audit,0,3,0,0,0,0
emerson.carter2137@nimbusplatform85.co,Emerson,Carter,Nimbus Platform 85,HS102137,SFLED002137,Content Download,MQL,65,Logistics Tech,Mid-Market,West,7/12/2025,7/31/2025,,0,0,,,0,4,0,0,0,0
charlie.davis374@evergreensystems95.co,Charlie,Davis,Evergreen Systems 95,HS100374,SFLED000374,Paid Search,Lead,12,HR Tech,Enterprise,Southeast,10/17/2025,,,1,47,11/30/2025,CRM Audit,0,2,0,0,0,0
jamie.chen2271@atlasintelligence4.net,Jamie,Chen,Atlas Intelligence 43,HS102271,SFLED002271,Outbound,Lead,81,Logistics Tech,Mid-Market,International,4/25/2026,,,0,0,,,0,3,0,0,0,0
sam.adams1906@nimbusmarkets.ai,Sam,Adams,Nimbus Markets,HS101906,SFLED001906,Paid Search,Lead,49,SaaS,Enterprise,West,1/7/2025,,,1,15,1/12/2025,Webinar Registration,0,2,0,0,0,0
reese.sullivan4130@brightmarkets.ai,Reese,Sullivan,Bright Markets,HS104130,SFLED004130,Paid Search,Lead,18,Ecommerce,Mid-Market,West,4/7/2025,,,1,83,5/26/2025,Contact Us,0,0,0,0,0,0
reese.kim1832@catalystplatform.net,Reese,Kim,Catalyst Platform,HS101832,SFLED001832,Direct,Subscriber,10,Ecommerce,Mid-Market,Southeast,5/23/2025,,,1,57,7/14/2025,Contact Us,0,3,0,0,0,0
blake.murphy22@summitmarkets10.ai,Blake,Murphy,Summit Markets 10,HS100022,SFLED000022,Partner,Lead,31,Cybersecurity,Enterprise,International,6/4/2025,,,1,90,6/26/2025,HubSpot-SFDC Checklist,0,6,0,0,0,0
sam.price1054@apexgroup.com,Sam,Price,Apex Group,HS101054,,Event,Lead,43,FinTech,Enterprise,International,8/5/2025,,,0,0,,,0,5,0,0,0,0
logan.young3245@keystonedynamics.io,Logan,Young,Keystone Dynamics,HS103245,SFLED003245,Outbound,Lead,56,Ecommerce,Enterprise,Northeast,4/20/2025,,,0,0,,,0,1,0,0,0,0
hayden.gray75@vertexhealth3.com,Harper,Miller,Summit Works 32,HS100826,SFLED000826,Event,Lead,72,Healthcare Tech,SMB,West,2/16/2025,,,0,0,,,0,5,0,0,0,0
avery.bell410@ironwoodgroup82.io,Avery,Bell,Ironwood Group 82,HS100410,SFLED000410,LinkedIn,Lead,6,Ecommerce,Enterprise,International,1/27/2026,,,0,0,,,0,1,0,0,0,0
drew.stone2838@brighthealth44.io,Drew,Stone,Bright Health 44,HS102838,SFLED002838,Outbound,Disqualified,53,HR Tech,Mid-Market,Southeast,11/2/2025,,,0,0,,,0,1,0,0,0,0
parker.brooks4143@summitdata.com,Parker,Brooks,Summit Data,,SFLED004143,Direct,Lead,26,FinTech,Mid-Market,Southeast,5/2/2025,,,1,79,5/30/2025,CRM Audit,0,2,0,0,0,0
charlie.wright18@brightgroup.co,Bailey,Young,Apex Works 61,HS103030,SFLED003030,LinkedIn,Lead,29,EdTech,Mid-Market,Northeast,3/16/2026,,,0,0,,,0,2,0,0,0,0
harper.king2781@cobaltmarkets.com,Harper,King,Cobalt Markets,HS102781,SFLED002781,Partner,Subscriber,74,Cybersecurity,Mid-Market,Southeast,3/24/2026,,,2,40.5,4/4/2026,Contact Us,0,1,0,0,0,0
riley.wright530@evergreenmarkets98.net,Riley,Wright,Evergreen Markets 98,,SFLED000530,Webinar,Lead,53,HR Tech,Enterprise,Mountain,12/31/2025,,,1,55,1/17/2026,RevOps Playbook,0,2,0,0,0,0
elliot.bell492@summitsystems.ai,Elliot,Bell,Summit Systems,HS100492,SFLED000492,Content Download,Lead,37,EdTech,Mid-Market,Southeast,6/27/2025,,,1,57,7/20/2025,CRM Audit,0,1,0,0,0,0
blake.kim4101@evergreenmarkets98.net,Blake,Kim,Evergreen Markets 98,HS104101,SFLED004101,Direct,MQL,57,HR Tech,Enterprise,Mountain,5/9/2026,5/10/2026,,3,54.66666667,6/30/2026,Demo Request,0,3,0,0,0,0
rowan.carter2919@bluepeaklabs.com,Rowan,Carter,BluePeak Labs,HS102919,SFLED002919,Paid Search,Lead,33,Manufacturing Tech,Mid-Market,Mountain,5/16/2025,,,1,39,7/17/2025,HubSpot-SFDC Checklist,0,1,0,0,0,0
riley.price1201@northstargroup74.com,Riley,Price,Northstar Group 74,HS101201,SFLED001201,Paid Search,SQL,36,SaaS,SMB,West,6/10/2025,6/27/2025,7/22/2025,0,0,,,0,2,0,0,0,0
charlie.gray4033@apexsolutions.co,Charlie,Gray,Apex Solutions,HS104033,SFLED004033,Outbound,SQL,99,HR Tech,SMB,Southeast,3/15/2026,3/28/2026,4/28/2026,1,32,3/26/2026,RevOps Playbook,0,1,0,0,0,0
finley.king130@cobalthealth15.ai,Finley,King,Cobalt Health 15,HS100130,SFLED000130,Direct,Lead,35,Ecommerce,Enterprise,Central,4/4/2026,,,2,55.5,5/26/2026,ROI Calculator,0,4,0,0,0,0
maya.sullivan2657@northstarhealth.co,Maya,Sullivan,Northstar Health,HS102657,SFLED002657,Partner,MQL,74,EdTech,Enterprise,Southeast,3/11/2025,3/12/2025,,2,37.5,5/12/2025,Contact Us,0,4,0,0,0,0
cameron.james231@evergreenmarkets21.com,Cameron,James,Evergreen Markets 21,HS100231,SFLED000231,Webinar,Lead,57,Ecommerce,Mid-Market,West,6/7/2026,,,0,0,,,0,2,0,0,0,0
finley.king3133@signalcloud71.ai,Finley,King,Signal Cloud 71,HS103133,SFLED003133,LinkedIn,SQL,90,Manufacturing Tech,Mid-Market,Northeast,12/2/2025,12/18/2025,12/20/2025,2,24.5,1/26/2026,ROI Calculator,0,7,0,0,0,0
devon.bell4156@northstarmarkets56.io,Devon,Bell,Northstar Markets 56,HS104156,SFLED004156,Direct,Subscriber,90,EdTech,Enterprise,International,5/18/2026,,,0,0,,,0,3,0,0,0,0
rowan.chen3268@meridianintelligen.io,Rowan,Chen,Meridian Intelligence,,SFLED003268,Referral,Lead,64,EdTech,SMB,West,6/6/2026,,,0,0,,,0,2,0,0,0,0
avery.bennett2709@northstarsystems.ai,Avery,Bennett,Northstar Systems,HS102709,SFLED002709,Event,Lead,19,HR Tech,SMB,Mountain,3/16/2025,,,1,71,4/11/2025,CRM Audit,0,4,0,0,0,0
charlie.kim3799@cobaltlabs56.ai,Charlie,Kim,Cobalt Labs 56,HS103799,SFLED003799,Event,MQL,61,Healthcare Tech,Enterprise,Northeast,3/14/2026,4/2/2026,,1,38,5/12/2026,RevOps Playbook,0,0,0,0,0,0
avery.king73@vertexworks.io,Avery,King,Vertex Works,,SFLED000073,Content Download,Subscriber,53,Ecommerce,Mid-Market,Northeast,4/26/2025,,,3,46.33333333,5/29/2025,CRM Audit,0,3,0,0,0,0
riley.price1414@northstargroup.co,Riley,Price,Northstar Group,HS101414,SFLED001414,Content Download,Lead,59,HR Tech,SMB,Central,4/11/2026,,,1,72,4/14/2026,Demo Request,0,3,0,0,0,0
bailey.foster1889@novamarkets.com,Bailey,Foster,Nova Markets,HS101889,SFLED001889,Organic Search,Lead,31,Healthcare Tech,Enterprise,Central,2/12/2025,,,0,0,,,0,2,0,0,0,0
skyler.adams1533@cobaltsolutions.co,Elliot,Patel,Vertex Systems 29,HS101984,SFLED001984,Outbound,Subscriber,30,Logistics Tech,Enterprise,Central,11/18/2025,,,0,0,,,0,2,0,0,0,0
bailey.foster1259@bluepeakintelligen.com,Bailey,Foster,BluePeak Intelligence,HS101259,SFLED001259,Outbound,Lead,59,Logistics Tech,Enterprise,Northeast,6/15/2026,,,1,44,6/30/2026,CRM Audit,0,3,0,0,0,0
riley.king1211@evergreenworks94.net,Riley,King,Evergreen Works 94,HS101211,SFLED001211,Organic Search,MQL,86,Ecommerce,Mid-Market,Central,9/1/2025,9/2/2025,,0,0,,,0,1,0,0,0,0
elliot.torres2870@evergreensolutions.ai,Elliot,Torres,Evergreen Solutions,HS102870,SFLED002870,Content Download,Lead,48,Cybersecurity,Mid-Market,Mountain,1/17/2026,,,0,0,,,0,7,0,0,0,0
alex.long873@clearpathnetworks3.com,Alex,Long,Clearpath Networks 31,HS100873,SFLED000873,Organic Search,Disqualified,50,Manufacturing Tech,Mid-Market,International,9/22/2025,,,1,76,10/16/2025,RevOps Playbook,0,2,0,0,0,0
alex.carter2906@northstardata7.ai,Alex,Carter,Northstar Data 7,HS102906,,Paid Search,Lead,17,Logistics Tech,SMB,Southeast,9/21/2025,,,2,45,10/28/2025,HubSpot-SFDC Checklist,0,4,0,0,0,0
alex.foster2924@meridiananalytics.ai,Alex,Foster,Meridian Analytics,HS102924,SFLED002924,Partner,Lead,39,Manufacturing Tech,SMB,Southeast,6/16/2026,,,1,57,6/30/2026,Webinar Registration,0,7,0,0,0,0
finley.adams3216@nimbusdata.ai,Finley,Adams,Nimbus Data,HS103216,SFLED003216,Event,Lead,51,SaaS,Enterprise,Southeast,6/20/2026,,,2,43,6/30/2026,CRM Audit,0,2,0,0,0,0
emerson.sullivan3551@clearpathlabs59.net,Emerson,Sullivan,Clearpath Labs 59,HS103551,SFLED003551,LinkedIn,Lead,80,HR Tech,Mid-Market,Central,11/8/2025,,,0,0,,,0,4,0,0,0,0
logan.miller1434@clearpathlabs39.io,Logan,Miller,Clearpath Labs 39,HS101434,SFLED001434,Paid Search,Lead,75,SaaS,Enterprise,Mountain,2/28/2026,,,1,49,3/7/2026,Demo Request,0,3,0,0,0,0
riley.sullivan3509@atlasanalytics85.com,Riley,Sullivan,Atlas Analytics 85,HS103509,SFLED003509,Partner,MQL,74,Healthcare Tech,Mid-Market,Southeast,6/12/2025,6/17/2025,,2,51.5,8/6/2025,Contact Us,0,3,0,0,0,0
maya.james586@catalystdynamics59.ai,Maya,James,Catalyst Dynamics 59,,SFLED000586,Content Download,MQL,61,EdTech,SMB,Southeast,2/1/2025,2/22/2025,,3,40.66666667,3/22/2025,Demo Request,0,1,0,0,0,0
maya.perry2516@summitsoftware94.net,Maya,Perry,Summit Software 94,HS102516,SFLED002516,Outbound,Lead,87,Logistics Tech,SMB,Central,4/30/2025,,,0,0,,,0,4,0,0,0,0
sam.young3017@meridianworks.ai,Sam,Young,Meridian Works,HS103017,,Outbound,MQL,69,FinTech,Enterprise,Central,6/18/2025,7/5/2025,,3,52,7/27/2025,CRM Audit,0,1,0,0,0,0
devon.bell732@atlasmarkets54.net,Devon,Bell,Atlas Markets 54,HS100732,SFLED000732,Outbound,MQL,51,Logistics Tech,Mid-Market,West,9/2/2025,9/13/2025,,1,59,9/17/2025,Webinar Registration,0,3,0,0,0,0
logan.stone591@evergreengroup93.net,Logan,Stone,Evergreen Group 93,,SFLED000591,Organic Search,Lead,10,HR Tech,Enterprise,Mountain,3/3/2026,,,2,71.5,4/25/2026,HubSpot-SFDC Checklist,0,1,0,0,0,0
jordan.brooks976@novacloud.net,Jordan,Brooks,Nova Cloud,HS100976,SFLED000976,Outbound,Lead,0,EdTech,SMB,Mountain,3/22/2025,,,2,42,5/1/2025,HubSpot-SFDC Checklist,0,4,0,0,0,0
quinn.parker541@novanetworks81.co,Quinn,Parker,Nova Networks 81,HS100541,SFLED000541,LinkedIn,Disqualified,77,Ecommerce,Enterprise,West,7/6/2025,,,1,75,7/29/2025,CRM Audit,0,1,0,0,0,0
cameron.murphy581@brightsoftware68.ai,Cameron,Murphy,Bright Software 68,HS100581,SFLED000581,Referral,Lead,41,EdTech,Enterprise,Southeast,3/20/2026,,,2,55,5/8/2026,RevOps Playbook,0,0,0,0,0,0
charlie.gray221@northstardata.com,Charlie,Gray,Northstar Data,HS100221,SFLED000221,Referral,Disqualified,59,Cybersecurity,Mid-Market,Northeast,4/29/2025,,,0,0,,,0,4,0,0,0,0
sam.carter645@cobaltdynamics47.io,Sam,Carter,Cobalt Dynamics 47,,SFLED000645,LinkedIn,Lead,0,Cybersecurity,Mid-Market,Southeast,5/26/2026,,,1,0,6/30/2026,ROI Calculator,0,2,0,0,0,0
bailey.reed2170@atlasmarkets.net,Bailey,Reed,Atlas Markets,HS102170,SFLED002170,LinkedIn,Lead,13,HR Tech,Mid-Market,Central,3/21/2026,,,1,91,5/21/2026,Contact Us,0,3,0,0,0,0
cameron.gray271@evergreendata88.ai,Cameron,Gray,Evergreen Data 88,HS100271,SFLED000271,Content Download,MQL,47,SaaS,SMB,Southeast,10/3/2025,10/19/2025,,2,58,10/17/2025,CRM Audit,0,4,0,0,0,0
skyler.long3812@nimbusanalytics.ai,Skyler,Long,Nimbus Analytics,,,Event,MQL,97,Healthcare Tech,SMB,Northeast,6/10/2026,6/14/2026,,2,59,6/30/2026,CRM Audit,0,3,0,0,0,0
emerson.murphy819@clearpathsystems.com,Emerson,Murphy,Clearpath Systems,HS100819,SFLED000819,Paid Search,Lead,13,SaaS,Mid-Market,Central,10/26/2025,,,0,0,,,0,3,0,0,0,0
charlie.gray881@ironwoodnetworks73.io,Charlie,Gray,Ironwood Networks 73,HS100881,SFLED000881,Organic Search,SQL,62,Logistics Tech,Mid-Market,Central,7/19/2025,8/4/2025,8/6/2025,1,79,9/4/2025,Demo Request,0,1,0,0,0,0
parker.reed100@keystonenetworks16.io,Parker,Reed,Keystone Networks 16,HS100100,SFLED000100,LinkedIn,Lead,36,SaaS,Mid-Market,Mountain,9/30/2025,,,0,0,,,0,5,0,0,0,0
drew.parker1555@catalystintelligen.io,Drew,Parker,Catalyst Intelligence 41,HS101555,SFLED001555,Referral,Lead,8,Healthcare Tech,Mid-Market,Southeast,7/8/2025,,,0,0,,,0,4,0,0,0,0
finley.sullivan1418@meridiangroup.com,Finley,Sullivan,Meridian Group,HS101418,SFLED001418,Organic Search,Lead,41,Logistics Tech,SMB,Central,9/19/2025,,,1,45,11/7/2025,HubSpot-SFDC Checklist,0,4,0,0,0,0
bailey.carter3778@nimbusanalytics95.com,Bailey,Carter,Nimbus Analytics 95,HS103778,SFLED003778,Outbound,Opportunity,57,SaaS,Enterprise,Northeast,1/27/2026,2/4/2026,2/21/2026,1,30,3/25/2026,Contact Us,0,2,0,0,0,0
avery.king2890@summitcloud.com,Avery,King,Summit Cloud,HS102890,SFLED002890,Content Download,Lead,51,EdTech,Enterprise,Central,7/13/2025,,,1,34,9/4/2025,Contact Us,0,2,0,0,0,0
logan.king1616@northstarsoftware4.co,Logan,King,Northstar Software 45,HS101616,SFLED001616,Event,SQL,64,HR Tech,Mid-Market,Mountain,5/9/2025,5/12/2025,6/11/2025,2,50.5,6/23/2025,Contact Us,0,4,0,0,0,0
bailey.bell476@ironwoodsystems99.net,Bailey,Bell,Ironwood Systems 99,HS100476,SFLED000476,Event,Lead,61,SaaS,Enterprise,Southeast,10/14/2025,,,1,21,12/8/2025,RevOps Playbook,0,3,0,0,0,0
